,Book-Title,Average-Rating,Count-Ratings,ISBN,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Synopsis
817,The Giver (21st Century Reference),2.6,62,0440219078,LOIS LOWRY,1994,Laure Leaf,http://images.amazon.com/images/P/0440219078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440219078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440219078.01.LZZZZZZZ.jpg,"The Giver, the 1994 Newbery Medal winner, has become one of the most influential novels of our time. The haunting story centers on twelve-year-old Jonas, who lives in a seemingly ideal, if colorless, world of conformity and contentment. Not until he is given his life assignment as the Receiver of Memory does he begin to understand the dark, complex secrets behind his fragile community. This movie tie-in edition features cover art from the movie and exclusive Q&A with members of the cast, including Taylor Swift, Brenton Thwaites and Cameron Monaghan."
818,The Glass Lake,2.14,79,0440221595,Maeve Binchy,1996,Dell,http://images.amazon.com/images/P/0440221595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221595.01.LZZZZZZZ.jpg,"Kit McMahon lives in the small Irish town of Lough Glass, where everyone knows everyone; children who walk to school together grow up and become sweethearts and marry, people gossip and grumble and dream their lives away. For it is a place where change comes slowly. drowned in the lake, and then the gossip runs wild. The consequences for Helen's husband, her son, but above all for her daughter, Kit, are unimaginable and will leave not one of their lives unchanged."
819,The God of Small Things,2.04,115,0060977493,Arundhati Roy,1998,Perennial,http://images.amazon.com/images/P/0060977493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg,"The year is 1969. In the state of Kerala, on the southernmost tip of India, a skyblue Plymouth with chrome tailfins is stranded on the highway amid a Marxist workers' demonstration. Inside the car sit two-egg twins Rahel and Esthappen, and so begins their tale. . . .Armed only with the invincible innocence of children, they fashion a childhood for themselves in the shade of the wreck that is their family—their lonely, lovely mother, Ammu (who loves by night the man her children love by day), their blind grandmother, Mammachi (who plays Handel on her violin), their beloved uncle Chacko (Rhodes scholar, pickle baron, radical Marxist, bottom-pincher), their enemy, Baby Kochamma (ex-nun and incumbent grandaunt), and the ghost of an imperial entomologist's moth (with unusually dense dorsal tufts).When their English cousin, Sophie Mol, and her mother, Margaret Kochamma, arrive on a Christmas visit, Esthappen and Rahel learn that Things Can Change in a Day. That lives can twist into new, ugly shapes, even cease forever, beside their river ""graygreen."" With fish in it. With the sky and trees in it. And at night, the broken yellow moon in it.The brilliantly plotted story uncoils with an agonizing sense of foreboding and inevitability. Yet nothing prepares you for what lies at the heart of it.The God of Small Things takes on the Big Themes—Love. Madness. Hope. Infinite Joy. Here is a writer who dares to break the rules. To dislocate received rhythms and create the language she requires, a language that is at once classical and unprecedented. Arundhati Roy has given us a book that is anchored to anguish, but fueled by wit and magic."
820,"The Golden Compass (His Dark Materials, Book 1)",2.48,165,037582345X,PHILIP PULLMAN,2002,Knopf Books for Young Readers,http://images.amazon.com/images/P/037582345X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037582345X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037582345X.01.LZZZZZZZ.jpg,"Lyra is rushing to the cold, far North, where witch clans and armored bears rule. North, where the Gobblers take the children they steal--including her friend Roger. North, where her fearsome uncle Asriel is trying to build a bridge to a parallel world.Can one small girl make a difference in such great and terrible endeavors? This is Lyra: a savage, a schemer, a liar, and as fierce and true a champion as Roger or Asriel could want--but what Lyra doesn't know is that to help one of them will be to betray the other."
821,The Great Gatsby,3.47,83,185326041X,F. Scott Fitzgerald,1999,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/185326041X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.LZZZZZZZ.jpg,"Alternate Cover Edition ISBN: 0743273567 (ISBN13: 9780743273565)The Great Gatsby, F. Scott Fitzgerald's third book, stands as the supreme achievement of his career. This exemplary novel of the Jazz Age has been acclaimed by generations of readers. The story of the fabulously wealthy Jay Gatsby and his love for the beautiful Daisy Buchanan, of lavish parties on Long Island at a time when The New York Times noted ""gin was the national drink and sex the national obsession,"" it is an exquisitely crafted tale of America in the 1920s.The Great Gatsby is one of the great classics of twentieth-century literature.(from the back cover)"
822,The Green Mile,2.54,127,0671032658,Stephen King,1999,Pocket,http://images.amazon.com/images/P/0671032658.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671032658.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671032658.01.LZZZZZZZ.jpg,"When it first appeared, one volume per month, Stephen King's THE GREEN MILE was an unprecedented publishing triumph: all six volumes ended up on the New York Times bestseller lists—simultaneously—and delighted millions of fans the world over.Welcome to Cold Mountain Penitentiary, home to the Depression-worn men of E Block. Convicted killers all, each awaits his turn to walk the Green Mile, keeping a date with ""Old Sparky,"" Cold Mountain's electric chair. Prison guard Paul Edgecombe has seen his share of oddities in his years working the Mile. But he's never seen anyone like John Coffey, a man with the body of a giant and the mind of a child, condemned for a crime terrifying in its violence and shocking in its depravity. In this place of ultimate retribution, Edgecombe is about to discover the terrible, wondrous truth about Coffey, a truth that will challenge his most cherished beliefes... and yours."
823,The Green Mile: Coffey on the Mile (Green Mile Series),2.48,50,0451190572,Stephen King,1996,Signet Book,http://images.amazon.com/images/P/0451190572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451190572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451190572.01.LZZZZZZZ.jpg,"The Green Mile, Stephen King’s #1 New York Times bestselling novel, was first published twenty years ago in six installments. Inspiration for the Oscar-nominated film starring Tom Hanks about an innocent man on death row, The Green Mile is now available for the first time in e-serial form. Coffey on the Mile is Volume Six.The final chapter in this six-part novel tells us of John Coffey’s fate. The story also brings us to the present day story of Paul Edgecombe and learn of the consequences of his actions during his time on E Block with John Coffey."
824,The Green Mile: Night Journey (Green Mile Series),2.82,50,0451190564,Stephen King,1996,Signet Book,http://images.amazon.com/images/P/0451190564.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451190564.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451190564.01.LZZZZZZZ.jpg,"The Green Mile, Stephen King’s #1 New York Times bestselling novel, was first published twenty years ago in six original paperback installments. Inspiration for the Oscar-nominated film starring Tom Hanks about an innocent man on death row, The Green Mile is now available for the first time in e-serial form. Night Journey is Volume Five.Prison Warden Hal Moores isn’t just Paul Edgecombe’s boss—Hal and his wife Melinda are also friends with Paul and his wife Janice. When Paul learns that Melinda has a brain tumor, he realizes that John Coffey can use his astonishing gift to heal her. Though Paul understands that the warden would never allow John to leave the prison, and Melinda can’t enter it, he also knows that John is Melinda’s only hope for survival. And so Paul and other E Block guards devise a dangerous plan that risks their jobs—not something to take lightly in 1932—as well as their lives. They decide to spirit John away into the night and beyond the confines of the Green Mile."
825,The Green Mile: The Mouse on the Mile (Green Mile Series),2.78,50,0451190521,Stephen King,1996,Signet Book,http://images.amazon.com/images/P/0451190521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451190521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451190521.01.LZZZZZZZ.jpg,"Cold Mountain Penitentiary has been home to many troubled souls. E Block, where the electric chair waits for those who must pay the ultimate price, has been home to the most troubled of all. And here, not all the evil is behind bars. Sometimes it carries a gun and wears a badge.Cold Mountain is a place of the damned, but it can also be a place where salvation comes from the most unlikely source.Nothing you have read can prepare you for Stephen King's boldest experiment in terror, a multi-part serial novel that begins on Death Row and burrows inward to the most horrific secrets of the human heart.It's just a mouse, you say.But in the hands of Stephen King, nothing is what it seems."
826,The Grilling Season,1.67,57,0553574663,Diane Mott Davidson,1998,Bantam Books,http://images.amazon.com/images/P/0553574663.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574663.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574663.01.LZZZZZZZ.jpg,"A chilly reception....Caterer Goldy Schulz has been hired to host a hockey party. But the proceedings won't be all fun and games. Unfortunately, her client won't be satisfied until Goldy adds a hefty serving of revenge.An ex-husband from hell....Patricia McCracken is certain that her obstetrician and her penny-pinching HMO are responsible for the loss of her baby. Now she is suing both, and she wants Goldy's advice on coming out on top. For Dr. John Richard Korman, aka the Jerk, is none other than Goldy's abusive ex-husband. Goldy knows all about John Richard's secret life--but even she is shocked when he's arrested for the murder of his latest girlfriend.A dish best served cold....As much as Goldy would like to see her ex get his just desserts, could he really be a killer? Soon she will find herself sifting through a spicy mix of sizzling gossip for clues to a mystery that threatens her catering deadline, her relationship with her son and new husband... and even her life."
827,The Guardian,2.36,92,0446527793,Nicholas Sparks,2003,Warner Books,http://images.amazon.com/images/P/0446527793.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527793.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527793.01.LZZZZZZZ.jpg,"Julie Barenson's young husband left her two unexpected gifts before he died: a Great Dane puppy named Singer and the promise that he would always be watching over her. Now, four years have passed. Still living in the small town of Swansboro, North Carolina, 29-year-old Julie is emotionally ready to make a commitment to someone again. But who? Should it be Richard Franklin, the handsome, sophisticated engineer who treats her like a queen? Or Mike Harris, the down-to-earth nice guy who was her husband's best friend? Choosing one of them should bring her more happiness than she's had in years. Instead, Julie is soon fighting for her life in a nightmare spawned by a chilling deception and jealousy so poisonous that it has become a murderous desire"
